A,linear ,,,,A,quadratic,,,,A,chaining,,,,B,linear ,,,,B,quadratic,,,,B,chaining,,
insert,search,Insert,search,,insert,search,Insert,search,,insert,search,Insert,search,,insert,search,Insert,search,,insert,search,Insert,search,,insert,search,Insert,search
5.66E-06,0.00011666,88,351,,1.01E-05,9.22E-05,94,103,,4.09E-06,4.36E-06,51,25,,3.00E-05,0.0001378,78,2315,,6.06E-05,0.0001799,81,154,,3.54E-06,4.61E-06,60,21
5.87E-06,0.00011666,91,453,,1.04E-05,9.22E-05,93,196,,4.09E-06,4.36E-06,54,34,,3.00E-05,0.0001378,84,519,,6.09E-05,0.00018038,82,337,,3.54E-06,4.61E-06,55,35
5.99E-06,0.00011667,92,315,,1.06E-05,9.23E-05,91,153,,4.11E-06,4.36E-06,53,34,,3.00E-05,0.00013788,82,1833,,6.15E-05,0.00018039,83,111,,3.54E-06,4.61E-06,57,19
6.20E-06,0.0001167,93,574,,1.08E-05,9.23E-05,93,118,,4.11E-06,4.36E-06,56,28,,3.00E-05,0.00013794,89,1499,,6.18E-05,0.00018044,86,154,,3.55E-06,4.61E-06,61,10
6.41E-06,0.0001167,94,369,,1.11E-05,9.23E-05,94,96,,4.13E-06,4.36E-06,61,17,,3.01E-05,0.00013795,81,529,,6.20E-05,0.00018069,81,178,,3.55E-06,4.61E-06,48,17
6.70E-06,0.00011682,96,1583,,1.15E-05,9.24E-05,97,152,,4.13E-06,4.36E-06,58,27,,3.01E-05,0.00013804,76,2380,,6.26E-05,0.0001808,77,171,,3.56E-06,4.61E-06,47,25
7.03E-06,0.00011685,95,364,,1.17E-05,9.24E-05,93,124,,4.13E-06,4.36E-06,64,16,,3.02E-05,0.00013813,88,1969,,6.28E-05,0.00018112,89,255,,3.56E-06,4.61E-06,56,26
7.33E-06,0.00011686,97,269,,1.21E-05,9.24E-05,96,102,,4.15E-06,4.36E-06,64,13,,3.02E-05,0.0001382,88,1908,,6.31E-05,0.00018115,85,138,,3.56E-06,4.61E-06,58,20
7.80E-06,0.00011688,97,323,,1.25E-05,9.24E-05,92,122,,4.15E-06,4.36E-06,59,32,,3.02E-05,0.00013831,83,3226,,6.38E-05,0.00018118,82,198,,3.57E-06,4.61E-06,59,29
8.26E-06,0.00011689,97,640,,1.32E-05,9.24E-05,97,207,,4.15E-06,4.36E-06,62,32,,3.03E-05,0.00013832,85,939,,6.44E-05,0.0001812,86,186,,3.57E-06,4.61E-06,55,31
8.95E-06,0.00011689,91,159,,1.38E-05,9.24E-05,91,105,,4.16E-06,4.36E-06,52,25,,3.04E-05,0.00013844,84,2624,,6.48E-05,0.00018135,89,260,,3.58E-06,4.61E-06,63,27
9.43E-06,0.00011699,95,2286,,1.45E-05,9.25E-05,96,149,,4.16E-06,4.36E-06,58,24,,3.05E-05,0.00013845,84,457,,6.55E-05,0.00018165,87,174,,3.58E-06,4.61E-06,56,23
1.01E-05,0.00011699,98,73,,1.50E-05,9.25E-05,97,63,,4.18E-06,4.36E-06,54,18,,3.09E-05,0.00013845,87,105,,6.62E-05,0.00018185,87,84,,3.58E-06,4.61E-06,55,14
1.09E-05,0.00011699,96,309,,1.58E-05,9.25E-05,98,142,,4.18E-06,4.36E-06,64,33,,3.14E-05,0.00013845,90,517,,6.69E-05,0.00018194,92,112,,3.60E-06,4.61E-06,63,22
1.15E-05,0.00011699,96,151,,1.62E-05,9.25E-05,97,145,,4.18E-06,4.36E-06,61,24,,3.25E-05,0.0001385,93,895,,6.77E-05,0.00018202,92,185,,3.60E-06,4.61E-06,62,31
1.22E-05,0.00011708,96,2065,,1.70E-05,9.26E-05,98,246,,4.20E-06,4.36E-06,68,27,,3.35E-05,0.0001387,89,5489,,6.84E-05,0.00018219,90,434,,3.60E-06,4.61E-06,64,22
1.29E-05,0.00011712,95,862,,1.79E-05,9.27E-05,95,145,,4.20E-06,4.36E-06,59,22,,3.43E-05,0.00013878,89,2014,,6.92E-05,0.00018248,92,316,,3.62E-06,4.61E-06,63,26
1.39E-05,0.00011713,97,283,,1.91E-05,9.27E-05,94,113,,4.22E-06,4.36E-06,59,18,,3.54E-05,0.00013884,96,1990,,6.98E-05,0.00018262,96,263,,3.62E-06,4.61E-06,67,20
1.47E-05,0.00011713,98,157,,2.02E-05,9.27E-05,95,81,,4.22E-06,4.36E-06,63,20,,3.60E-05,0.00013899,87,3900,,7.05E-05,0.00018269,88,194,,3.64E-06,4.61E-06,52,18
1.60E-05,0.00011722,98,1160,,2.11E-05,9.27E-05,96,107,,4.22E-06,4.36E-06,63,30,,3.69E-05,0.000139,93,821,,7.12E-05,0.00018291,94,255,,3.64E-06,4.61E-06,61,32
1.72E-05,0.00011723,98,239,,2.24E-05,9.27E-05,94,82,,4.24E-06,4.36E-06,50,14,,3.74E-05,0.00013909,94,2388,,7.20E-05,0.00018298,93,250,,3.64E-06,4.61E-06,61,24
1.87E-05,0.00011724,97,367,,2.40E-05,9.28E-05,98,176,,4.24E-06,4.36E-06,53,19,,3.79E-05,0.00013918,92,1984,,7.29E-05,0.00018323,95,325,,3.66E-06,4.61E-06,60,34
2.03E-05,0.00011724,98,466,,2.59E-05,9.28E-05,97,118,,4.26E-06,4.36E-06,60,16,,3.84E-05,0.00013922,93,1559,,7.38E-05,0.00018346,94,191,,3.66E-06,4.61E-06,55,30
2.29E-05,0.00011726,100,604,,2.86E-05,9.28E-05,100,146,,4.26E-06,4.36E-06,70,17,,3.89E-05,0.00013957,94,7854,,7.50E-05,0.00018381,98,417,,3.67E-06,4.61E-06,68,22
2.86E-05,0.00011745,99,3584,,3.08E-05,9.29E-05,97,426,,4.26E-06,4.36E-06,60,21,,3.95E-05,0.00013957,98,507,,7.64E-05,0.00018386,96,207,,3.67E-06,4.61E-06,54,32
3.47E-05,0.00011749,99,1059,,3.38E-05,9.30E-05,98,401,,4.27E-06,4.36E-06,61,22,,4.04E-05,0.00013974,94,3233,,7.87E-05,0.00018421,99,230,,3.67E-06,4.61E-06,62,36
4.55E-05,0.00011749,99,389,,3.74E-05,9.30E-05,98,206,,4.27E-06,4.36E-06,57,17,,4.17E-05,0.00013984,99,2897,,8.17E-05,0.00018452,98,319,,3.69E-06,4.61E-06,57,28
5.85E-05,0.0001176,100,2186,,4.31E-05,9.31E-05,99,336,,4.28E-06,4.36E-06,69,14,,4.41E-05,0.00014001,99,3732,,8.65E-05,0.00018488,95,363,,3.69E-06,4.61E-06,65,30
7.73E-05,0.00011772,100,1860,,5.24E-05,9.32E-05,100,188,,4.28E-06,4.36E-06,68,15,,6.31E-05,0.00014011,100,2677,,9.81E-05,0.00018525,95,299,,3.71E-06,4.61E-06,61,32
0.00011608,0.00011775,100,972,,8.94E-05,9.32E-05,100,197,,4.28E-06,4.36E-06,61,28,,0.00013246,0.00014021,100,3486,,0.00014189,0.0001854,100,453,,3.71E-06,4.61E-06,64,41
